industria_clean,sugerencia_top,score_top,cand_1,score_1,cand_2,score_2,cand_3,score_3,cand_4,score_4,cand_5,score_5
distribucion de productos,,,Productos Farmacéuticos,54.166666666666664,Dispositivos Médicos,44.44444444444444,Logística y Cadena de Suministro,42.10526315789474,Educación Superior,41.86046511627907,Servicios Profesionales,41.666666666666664
distribucion de productos de consumo,,,Productos Farmacéuticos,53.57142857142857,Consultoría de Gestión,47.27272727272727,Servicios Públicos,43.13725490196079,Dispositivos Médicos,41.509433962264154,Servicios y Tecnologías de la Información,40.54054054054054
distribucion de productos de primera necesidad,,,Productos Farmacéuticos,42.42424242424242,"Sanidad, Bienestar y Ejercicio",41.0958904109589,Servicios Profesionales,39.39393939393939,Servicios y Tecnologías de la Información,38.095238095238095,Hospitales y Atención Sanitaria,35.13513513513513
distribucion y comercializacion,,,Hospitales y Atención Sanitaria,41.935483870967744,Servicios y Tecnologías de la Información,41.666666666666664,Logística y Cadena de Suministro,41.26984126984127,Servicios Públicos,40.816326530612244,Telecomunicaciones,40.816326530612244
distribuidor de gas,,,Consultoría de Gestión,43.90243902439025,Logística y Cadena de Suministro,43.13725490196079,Servicios y Tecnologías de la Información,40.0,Desarrollo de Software,39.02439024390244,Servicios Profesionales,38.095238095238095
distribuidor de vehiculos,,,Dispositivos Médicos,44.44444444444444,Consultoría de Gestión,42.5531914893617,Servicios y Tecnologías de la Información,42.42424242424242,Servicios Públicos,41.86046511627907,Servicios Profesionales,41.666666666666664
distribuidor de vehiculos pesados camiones y autobuses y servicios,,,Servicios y Tecnologías de la Información,45.714285714285715,Servicios Profesionales,39.08045977011494,Logística y Cadena de Suministro,37.5,"Sanidad, Bienestar y Ejercicio",36.170212765957444,Dispositivos Médicos,33.33333333333333
distribuidora de productos farmaceutico,,,Productos Farmacéuticos,61.29032258064516,Servicios y Tecnologías de la Información,40.0,Consultoría de Gestión,39.34426229508197,Dispositivos Médicos,37.28813559322034,Logística y Cadena de Suministro,36.61971830985915
distribution consumer goods,,,Consultoría de Gestión,48.97959183673469,Banca de Inversión,40.0,Servicios Públicos,40.0,Dispositivos Médicos,38.297872340425535,Logística y Cadena de Suministro,37.28813559322034
distribution industrial,,,Venta Minorista,42.10526315789474,Dispositivos Médicos,41.86046511627907,"Sanidad, Bienestar y Ejercicio",41.509433962264154,Logística y Cadena de Suministro,40.0,Productos Farmacéuticos,39.130434782608695
dotacion y seleccion de personal,,,Servicios y Tecnologías de la Información,49.31506849315068,"Sanidad, Bienestar y Ejercicio",45.16129032258065,Consultoría de Gestión,44.44444444444444,Banca de Inversión,44.0,Educación Superior,44.0
drug & pharmacies,,,Productos Farmacéuticos,35.0,Educación Superior,34.28571428571429,Telecomunicaciones,34.28571428571429,Servicios Profesionales,30.0,Servicios Públicos,28.57142857142857
e learning,,,Telecomunicaciones,42.857142857142854,Banca de Inversión,35.71428571428571,Hospitales y Atención Sanitaria,34.14634146341463,Marketing y Publicidad,31.25,Servicios Profesionales,30.303030303030297
edicion de libros,,,Telecomunicaciones,45.714285714285715,Logística y Cadena de Suministro,44.89795918367347,Servicios y Tecnologías de la Información,41.37931034482759,Consultoría de Gestión,41.02564102564103,Banca de Inversión,40.0
edicion de libros periodicos y revistas,,,Servicios y Tecnologías de la Información,47.5,Hospitales y Atención Sanitaria,45.714285714285715,Logística y Cadena de Suministro,45.070422535211264,Servicios Profesionales,41.935483870967744,"Sanidad, Bienestar y Ejercicio",40.57971014492754
edicion de periodicos,,,Educación Superior,51.282051282051285,Servicios Públicos,51.282051282051285,Servicios Profesionales,50.0,Telecomunicaciones,46.15384615384615,Productos Farmacéuticos,45.45454545454545
edicion de periodicos revistas y otras publicaciones periodicas,,,Servicios y Tecnologías de la Información,46.15384615384615,Hospitales y Atención Sanitaria,42.5531914893617,Logística y Cadena de Suministro,42.10526315789474,"Sanidad, Bienestar y Ejercicio",38.70967741935484,Servicios Profesionales,34.883720930232556
edicion de revistas,,,Telecomunicaciones,48.648648648648646,Consultoría de Gestión,43.90243902439025,Servicios y Tecnologías de la Información,43.333333333333336,Servicios Públicos,43.24324324324324,Logística y Cadena de Suministro,43.13725490196079
edicion de revistasy telecomunicaciones,,,Telecomunicaciones,59.64912280701754,Servicios y Tecnologías de la Información,42.5,Servicios Profesionales,41.935483870967744,Venta Minorista,40.74074074074074,"Sanidad, Bienestar y Ejercicio",40.57971014492754
edicion y publicacion en publicaciones periodicas,,,Hospitales y Atención Sanitaria,42.5,Logística y Cadena de Suministro,41.97530864197531,Telecomunicaciones,41.791044776119406,"Sanidad, Bienestar y Ejercicio",40.50632911392405,Servicios y Tecnologías de la Información,37.77777777777778
edificacion de naves y plantas industriales,,,Servicios y Tecnologías de la Información,50.0,Hospitales y Atención Sanitaria,48.648648648648646,Logística y Cadena de Suministro,42.666666666666664,Consultoría de Gestión,40.0,Banca de Inversión,39.34426229508197
edu authority/ministry of edu,,,Logística y Cadena de Suministro,45.6140350877193,Consultoría de Gestión,38.297872340425535,Productos Farmacéuticos,37.5,Venta al por Mayor,37.2093023255814,Dispositivos Médicos,35.55555555555556
educa,,,Banca,40.0,Educación Superior,34.78260869565217,Telecomunicaciones,34.78260869565217,Seguros,33.33333333333333,Marketing y Publicidad,29.629629629629633
educaci on primaria y secundaria,,,Hospitales y Atención Sanitaria,50.79365079365079,Educación Superior,48.0,Servicios y Tecnologías de la Información,43.83561643835616,"Sanidad, Bienestar y Ejercicio",38.70967741935484,Venta Minorista,38.297872340425535
educacion,,,Telecomunicaciones,59.25925925925926,Educación Superior,51.851851851851855,Seguros,37.5,Reaseguros,31.578947368421055,Servicios Profesionales,31.25
educacion preescolar a bachillerato bicultural aleman,,,Telecomunicaciones,36.61971830985915,Productos Farmacéuticos,34.21052631578948,Servicios y Tecnologías de la Información,34.04255319148936,Educación Superior,33.80281690140845,Venta al por Mayor,33.80281690140845
educacion preescolar a bachillerato con enfoque judio,,,Servicios y Tecnologías de la Información,38.297872340425535,Educación Superior,36.61971830985915,Telecomunicaciones,36.61971830985915,Productos Farmacéuticos,31.578947368421055,"Sanidad, Bienestar y Ejercicio",31.325301204819283
educacion preescolar a preparatoria bicultural frances,,,Servicios y Tecnologías de la Información,37.89473684210526,Hospitales y Atención Sanitaria,37.64705882352941,Educación Superior,36.111111111111114,"Sanidad, Bienestar y Ejercicio",33.33333333333333,Venta al por Mayor,33.33333333333333
educacion preescolar primaria secundaria bachillerato,,,Hospitales y Atención Sanitaria,38.095238095238095,Educación Superior,36.61971830985915,Servicios y Tecnologías de la Información,36.170212765957444,"Sanidad, Bienestar y Ejercicio",36.144578313253014,Servicios Profesionales,34.21052631578948
educacion primaria y secundaria,,,Hospitales y Atención Sanitaria,51.61290322580645,Educación Superior,48.97959183673469,Servicios y Tecnologías de la Información,44.44444444444444,"Sanidad, Bienestar y Ejercicio",39.34426229508197,Venta Minorista,39.130434782608695
educacion superior,,,Educación Superior,83.33333333333333,Telecomunicaciones,50.0,Servicios Profesionales,43.90243902439025,Reaseguros,42.857142857142854,Hospitales y Atención Sanitaria,40.816326530612244
educacion y administracion educativa,,,"Sanidad, Bienestar y Ejercicio",51.515151515151516,Servicios y Tecnologías de la Información,46.753246753246756,Logística y Cadena de Suministro,44.11764705882353,Venta Minorista,43.13725490196079,Marketing y Publicidad,41.37931034482759
educacion y cultura,,,Consultoría de Gestión,48.78048780487805,Telecomunicaciones,48.648648648648646,"Sanidad, Bienestar y Ejercicio",44.89795918367347,Educación Superior,43.24324324324324,Productos Farmacéuticos,38.095238095238095
education management,,,Educación Superior,42.10526315789474,Telecomunicaciones,42.10526315789474,Hospitales y Atención Sanitaria,35.294117647058826,Venta Minorista,34.28571428571429,Consultoría de Gestión,33.33333333333333
education research,,,Educación Superior,50.0,Telecomunicaciones,50.0,Servicios Profesionales,43.90243902439025,Hospitales y Atención Sanitaria,36.734693877551024,Venta Minorista,36.36363636363637
elaboracion de aceites y grasas vegetales refinados,,,Servicios y Tecnologías de la Información,47.82608695652174,Logística y Cadena de Suministro,40.963855421686745,"Sanidad, Bienestar y Ejercicio",39.50617283950617,Hospitales y Atención Sanitaria,36.58536585365854,Desarrollo de Software,35.61643835616438
elaboracion de aceites y grasas vegetales sin refinar,,,Servicios y Tecnologías de la Información,46.808510638297875,Hospitales y Atención Sanitaria,40.476190476190474,Logística y Cadena de Suministro,40.0,"Sanidad, Bienestar y Ejercicio",38.55421686746988,Consultoría de Gestión,34.66666666666667
elaboracion de alimento balanceado para la acuacultura,,,Servicios y Tecnologías de la Información,40.0,Venta al por Mayor,36.111111111111114,Consultoría de Gestión,34.21052631578948,Banca de Inversión,33.33333333333333,"Sanidad, Bienestar y Ejercicio",33.33333333333333
elaboracion de alimentos preparados para animales,,,Hospitales y Atención Sanitaria,40.0,Servicios Profesionales,38.888888888888886,"Sanidad, Bienestar y Ejercicio",37.9746835443038,Servicios y Tecnologías de la Información,37.77777777777778,Logística y Cadena de Suministro,37.03703703703704
elaboracion de cerveza bebidas malteadas y malta,,,Servicios y Tecnologías de la Información,42.69662921348315,"Sanidad, Bienestar y Ejercicio",41.02564102564103,Logística y Cadena de Suministro,37.5,Hospitales y Atención Sanitaria,35.44303797468355,Desarrollo de Software,34.28571428571429
elaboracion de extractos jarabes y concentrados,,,Servicios y Tecnologías de la Información,47.72727272727273,"Sanidad, Bienestar y Ejercicio",41.55844155844156,Logística y Cadena de Suministro,40.50632911392405,Hospitales y Atención Sanitaria,38.46153846153846,Consultoría de Gestión,37.68115942028985
elaboracion de frutas hortalizas y legumbres congeladas,,,Servicios y Tecnologías de la Información,45.833333333333336,Logística y Cadena de Suministro,43.67816091954023,Consultoría de Gestión,36.36363636363637,Desarrollo de Software,36.36363636363637,"Sanidad, Bienestar y Ejercicio",35.294117647058826
elaboracion de productos alimenticios n c p,,,Productos Farmacéuticos,48.484848484848484,Servicios y Tecnologías de la Información,42.857142857142854,Servicios Públicos,39.34426229508197,Logística y Cadena de Suministro,37.333333333333336,Banca de Inversión,36.0655737704918
elaboracion de productos de molineria,,,Productos Farmacéuticos,52.63157894736842,Servicios y Tecnologías de la Información,45.333333333333336,Logística y Cadena de Suministro,42.42424242424242,Telecomunicaciones,42.30769230769231,Desarrollo de Software,39.285714285714285
elaboracion industrial de helados,,,Servicios y Tecnologías de la Información,45.945945945945944,Consultoría de Gestión,43.63636363636363,Desarrollo de Software,43.63636363636363,Logística y Cadena de Suministro,43.07692307692308,Hospitales y Atención Sanitaria,40.625
electrical/electronic manufacturing,,,Telecomunicaciones,45.283018867924525,"Sanidad, Bienestar y Ejercicio",36.92307692307692,Hospitales y Atención Sanitaria,36.36363636363637,Productos Farmacéuticos,34.48275862068965,Servicios Profesionales,34.48275862068965
electricidad,,,"Sanidad, Bienestar y Ejercicio",47.61904761904762,Marketing y Publicidad,47.05882352941177,Telecomunicaciones,46.666666666666664,Servicios Profesionales,40.0,Servicios Públicos,40.0
electronic merch whslers,,,Telecomunicaciones,52.38095238095238,Servicios Públicos,38.095238095238095,Productos Farmacéuticos,34.04255319148936,Servicios Profesionales,34.04255319148936,Banca de Inversión,33.33333333333333
electronic/appliance stores,,,Telecomunicaciones,57.77777777777778,Logística y Cadena de Suministro,37.28813559322034,Servicios Profesionales,36.0,Servicios Públicos,35.55555555555556,"Sanidad, Bienestar y Ejercicio",35.08771929824562
electronica,,,Telecomunicaciones,62.06896551724138,"Sanidad, Bienestar y Ejercicio",39.02439024390244,Reaseguros,38.095238095238095,Banca,37.5,Marketing y Publicidad,36.36363636363637
electronica de consumo,,,Consultoría de Gestión,54.54545454545455,Telecomunicaciones,45.0,Banca de Inversión,40.0,Servicios Profesionales,40.0,Servicios Públicos,40.0
embalaje y contenedores,,,Envases y Embalajes,42.857142857142854,Hospitales y Atención Sanitaria,40.74074074074074,Consultoría de Gestión,40.0,Petróleo y Gas,37.83783783783784,"Sanidad, Bienestar y Ejercicio",37.735849056603776
emision de radio y television,,,Consultoría de Gestión,47.05882352941177,Servicios Profesionales,46.15384615384615,Servicios y Tecnologías de la Información,45.714285714285715,Logística y Cadena de Suministro,42.622950819672134,Banca de Inversión,42.5531914893617
emision y retransmision de radio,,,Logística y Cadena de Suministro,46.875,Consultoría de Gestión,44.44444444444444,Banca de Inversión,44.0,Servicios y Tecnologías de la Información,43.83561643835616,Servicios Profesionales,43.63636363636363
emision y retransmision de television abierta,,,Logística y Cadena de Suministro,46.753246753246756,Servicios y Tecnologías de la Información,44.18604651162791,Servicios Profesionales,41.1764705882353,"Sanidad, Bienestar y Ejercicio",40.0,Consultoría de Gestión,38.80597014925373
empaquetadora de carnes,,,Consultoría de Gestión,44.44444444444444,Desarrollo de Software,40.0,Banca de Inversión,39.02439024390244,Educación Superior,39.02439024390244,Venta al por Mayor,39.02439024390244
empresa de construccion,,,Consultoría de Gestión,48.888888888888886,Telecomunicaciones,48.78048780487805,Banca de Inversión,43.90243902439025,Servicios y Tecnologías de la Información,43.75,Servicios Profesionales,43.47826086956522
empresa de importacion y exportacion,,,Logística y Cadena de Suministro,47.05882352941177,"Sanidad, Bienestar y Ejercicio",45.45454545454545,Servicios y Tecnologías de la Información,44.15584415584416,Hospitales y Atención Sanitaria,41.791044776119406,Desarrollo de Software,41.37931034482759
empresa de informatica computadoras,,,Consultoría de Gestión,49.12280701754386,Banca de Inversión,41.509433962264154,Servicios y Tecnologías de la Información,39.473684210526315,Logística y Cadena de Suministro,38.80597014925373,Venta al por Mayor,37.735849056603776
empresa de tecnologia de la informacion,,,Servicios y Tecnologías de la Información,62.33766233766234,"Sanidad, Bienestar y Ejercicio",42.42424242424242,Desarrollo de Software,41.37931034482759,Venta Minorista,39.21568627450981,Servicios Profesionales,37.28813559322034
empresa dediacada a perfumeria,,,Banca de Inversión,37.5,Venta al por Mayor,37.5,Logística y Cadena de Suministro,35.483870967741936,Servicios Profesionales,33.9622641509434,Educación Superior,33.33333333333333
empresa embotelladora de aceite de oliva,,,Servicios y Tecnologías de la Información,43.58974358974359,Consultoría de Gestión,40.67796610169491,Banca de Inversión,40.0,Logística y Cadena de Suministro,37.68115942028985,Desarrollo de Software,37.28813559322034
empresa portuaria,,,Hospitales y Atención Sanitaria,41.666666666666664,Desarrollo de Software,41.02564102564103,Venta al por Mayor,40.0,"Sanidad, Bienestar y Ejercicio",38.297872340425535,Venta Minorista,37.5
energia renovable,,,Venta Minorista,50.0,Reaseguros,37.03703703703704,Logística y Cadena de Suministro,36.734693877551024,Consultoría de Gestión,35.8974358974359,Servicios y Tecnologías de la Información,34.48275862068965
energia renovable y medio ambiente,,,"Sanidad, Bienestar y Ejercicio",46.875,Logística y Cadena de Suministro,45.45454545454545,Servicios y Tecnologías de la Información,45.333333333333336,Envases y Embalajes,41.509433962264154,Banca de Inversión,38.46153846153846
energia y recursos naturales,,,Servicios Profesionales,47.05882352941177,Hospitales y Atención Sanitaria,44.067796610169495,Logística y Cadena de Suministro,43.333333333333336,Petróleo y Gas,42.857142857142854,Reaseguros,42.10526315789474
energias renovables,,,Venta Minorista,47.05882352941177,Envases y Embalajes,42.10526315789474,Reaseguros,41.37931034482759,Seguros,38.46153846153846,Servicios Profesionales,38.095238095238095
energy & utilities,,,Marketing y Publicidad,40.0,Telecomunicaciones,38.888888888888886,Logística y Cadena de Suministro,36.0,Reaseguros,35.71428571428571,Servicios Profesionales,34.14634146341463
energy oil & gas,,,Venta al por Mayor,41.1764705882353,Banca de Inversión,35.294117647058826,Marketing y Publicidad,31.578947368421055,Servicios y Tecnologías de la Información,31.578947368421055,Reaseguros,30.769230769230774
energy utilities & mining,,,Marketing y Publicidad,38.297872340425535,Banca de Inversión,37.2093023255814,Telecomunicaciones,37.2093023255814,Hospitales y Atención Sanitaria,35.71428571428571,Logística y Cadena de Suministro,35.08771929824562
engineering construction,,,Consultoría de Gestión,47.82608695652174,Servicios Profesionales,38.297872340425535,Banca de Inversión,38.095238095238095,Educación Superior,38.095238095238095,Telecomunicaciones,38.095238095238095
engineering construction & operation,,,Consultoría de Gestión,41.37931034482759,Servicios Profesionales,37.28813559322034,Banca de Inversión,37.03703703703704,Educación Superior,37.03703703703704,Servicios y Tecnologías de la Información,36.36363636363637
engineering construction and operation,,,Consultoría de Gestión,40.0,Banca de Inversión,39.285714285714285,Educación Superior,39.285714285714285,Servicios y Tecnologías de la Información,37.9746835443038,Logística y Cadena de Suministro,37.142857142857146
ensenanza,,,Banca,42.857142857142854,Venta Minorista,41.666666666666664,Telecomunicaciones,37.03703703703704,"Sanidad, Bienestar y Ejercicio",35.8974358974359,Hospitales y Atención Sanitaria,35.0
ensenanza superio,,,Educación Superior,51.42857142857143,Servicios Profesionales,45.0,Reaseguros,44.44444444444444,Banca de Inversión,40.0,Venta al por Mayor,40.0
ensenanza superior,,,Educación Superior,55.55555555555556,Venta al por Mayor,44.44444444444444,Servicios Profesionales,43.90243902439025,Reaseguros,42.857142857142854,Banca de Inversión,38.888888888888886
entertainment,,,Venta Minorista,50.0,Consultoría de Gestión,40.0,Banca de Inversión,38.70967741935484,Telecomunicaciones,38.70967741935484,"Sanidad, Bienestar y Ejercicio",32.55813953488372
entidades de capital riesgo y capital privado,,,Hospitales y Atención Sanitaria,47.05882352941177,Logística y Cadena de Suministro,46.3768115942029,Envases y Embalajes,42.857142857142854,"Sanidad, Bienestar y Ejercicio",38.80597014925373,Servicios y Tecnologías de la Información,38.46153846153846
entretenimiento,,,Venta Minorista,40.0,Logística y Cadena de Suministro,38.297872340425535,Consultoría de Gestión,37.83783783783784,Servicios Profesionales,36.8421052631579,Telecomunicaciones,36.36363636363637
entretenimiento bebidas transporte medios de comunicacion y deportes,,,Servicios y Tecnologías de la Información,42.20183486238532,Logística y Cadena de Suministro,42.0,Hospitales y Atención Sanitaria,36.36363636363637,Telecomunicaciones,34.883720930232556,Desarrollo de Software,33.33333333333333
envigado,,,Seguros,40.0,Telecomunicaciones,38.46153846153846,Marketing y Publicidad,33.33333333333333,Reaseguros,33.33333333333333,Servicios Profesionales,32.25806451612904
envio de paquetes y carga,,,Envases y Embalajes,50.0,Banca de Inversión,46.51162790697674,Servicios y Tecnologías de la Información,45.45454545454545,Logística y Cadena de Suministro,42.10526315789474,Desarrollo de Software,38.297872340425535
environmental services,,,Servicios Profesionales,57.77777777777778,Servicios Públicos,45.0,Telecomunicaciones,40.0,Venta al por Mayor,40.0,"Sanidad, Bienestar y Ejercicio",38.46153846153846
equipamiento de oficina para la venta minorista,,,Servicios y Tecnologías de la Información,43.18181818181818,Logística y Cadena de Suministro,43.037974683544306,Venta Minorista,41.935483870967744,Desarrollo de Software,40.57971014492754,Consultoría de Gestión,37.68115942028985
equipo deportivo,,,Dispositivos Médicos,50.0,Logística y Cadena de Suministro,37.5,Productos Farmacéuticos,35.8974358974359,Servicios Profesionales,35.8974358974359,Educación Superior,35.294117647058826
equipos informaticos,,,Dispositivos Médicos,50.0,Servicios Públicos,47.36842105263158,Servicios Profesionales,46.51162790697674,Productos Farmacéuticos,41.86046511627907,Seguros,37.03703703703704
equipos y clubes deportivos,,,Dispositivos Médicos,51.06382978723404,Envases y Embalajes,43.47826086956522,Productos Farmacéuticos,40.0,Servicios Profesionales,40.0,Servicios Públicos,40.0
es una empresa dedicada a confeccion en serie de otra ropa exterior de materiales textiles,,,Servicios y Tecnologías de la Información,37.5,Logística y Cadena de Suministro,31.932773109243698,Hospitales y Atención Sanitaria,30.508474576271183,Servicios Profesionales,29.090909090909093,Consultoría de Gestión,27.522935779816507
escuela de conduccion,,,Telecomunicaciones,51.282051282051285,Consultoría de Gestión,46.51162790697674,Educación Superior,46.15384615384615,Servicios y Tecnologías de la Información,41.935483870967744,Banca de Inversión,41.02564102564103
escuela militar,,,Logística y Cadena de Suministro,42.5531914893617,Hospitales y Atención Sanitaria,39.130434782608695,Desarrollo de Software,37.83783783783784,Venta Minorista,33.33333333333333,Consultoría de Gestión,32.432432432432435
escuelas de idiomas,,,Consultoría de Gestión,43.90243902439025,Desarrollo de Software,43.90243902439025,Telecomunicaciones,43.24324324324324,Logística y Cadena de Suministro,43.13725490196079,Servicios Profesionales,42.857142857142854
espectaculos deportivos,,,Dispositivos Médicos,51.16279069767442,Productos Farmacéuticos,43.47826086956522,Venta Minorista,42.10526315789474,Servicios Profesionales,39.130434782608695,Servicios Públicos,39.02439024390244
estaciones de gasolina,,,Banca de Inversión,50.0,Servicios y Tecnologías de la Información,47.61904761904762,"Sanidad, Bienestar y Ejercicio",46.15384615384615,Consultoría de Gestión,45.45454545454545,Desarrollo de Software,45.45454545454545
estudios superiores,,,Educación Superior,54.054054054054056,Servicios Profesionales,52.38095238095238,Servicios Públicos,48.648648648648646,Dispositivos Médicos,46.15384615384615,Reaseguros,41.37931034482759
executive office,,,Telecomunicaciones,41.1764705882353,Productos Farmacéuticos,35.8974358974359,Dispositivos Médicos,33.33333333333333,Marketing y Publicidad,31.578947368421055,Reaseguros,30.769230769230774
exhibicion de filmes y videocintas,,,Hospitales y Atención Sanitaria,46.15384615384615,Servicios Profesionales,45.6140350877193,Servicios y Tecnologías de la Información,45.333333333333336,Logística y Cadena de Suministro,42.42424242424242,Servicios Públicos,42.30769230769231
explotacion de instalaciones deportivas excepto clubes,,,Servicios y Tecnologías de la Información,40.0,Logística y Cadena de Suministro,37.2093023255814,Telecomunicaciones,36.111111111111114,Consultoría de Gestión,34.21052631578948,Desarrollo de Software,34.21052631578948
explotacion de porcinos,,,Educación Superior,48.78048780487805,Servicios y Tecnologías de la Información,46.875,Banca de Inversión,43.90243902439025,Servicios Públicos,43.90243902439025,Telecomunicaciones,43.90243902439025
exportadores de frutas,,,Consultoría de Gestión,45.45454545454545,Desarrollo de Software,45.45454545454545,Productos Farmacéuticos,40.0,Venta Minorista,37.83783783783784,Hospitales y Atención Sanitaria,37.735849056603776
extraccion de gas natural,,,Servicios y Tecnologías de la Información,45.45454545454545,"Sanidad, Bienestar y Ejercicio",43.63636363636363,Hospitales y Atención Sanitaria,42.857142857142854,Logística y Cadena de Suministro,42.10526315789474,Banca de Inversión,41.86046511627907
extraccion de petroleo crudo,,,Educación Superior,43.47826086956522,Servicios y Tecnologías de la Información,43.47826086956522,Consultoría de Gestión,40.0,Desarrollo de Software,40.0,Logística y Cadena de Suministro,40.0
fabrcacion de vehiculos de motor,,,Servicios y Tecnologías de la Información,48.57142857142857,Consultoría de Gestión,43.13725490196079,Desarrollo de Software,43.13725490196079,Banca de Inversión,42.5531914893617,Educación Superior,42.5531914893617
fabrica,,,Banca,50.0,Marketing y Publicidad,34.48275862068965,Servicios Profesionales,33.33333333333333,Servicios Públicos,32.0,Venta Minorista,27.272727272727266
fabrica de alimentos,,,Desarrollo de Software,47.61904761904762,Servicios Públicos,47.36842105263158,Logística y Cadena de Suministro,42.30769230769231,Banca de Inversión,42.10526315789474,Servicios Profesionales,41.86046511627907
fabrica de tuberia de acero al carbon,,,Desarrollo de Software,46.42857142857143,Logística y Cadena de Suministro,42.42424242424242,Banca de Inversión,42.30769230769231,Venta al por Mayor,42.30769230769231,Consultoría de Gestión,39.285714285714285
fabricaci on de maquinaria de automatizaci on,,,Servicios y Tecnologías de la Información,45.0,Logística y Cadena de Suministro,42.25352112676056,"Sanidad, Bienestar y Ejercicio",40.57971014492754,Hospitales y Atención Sanitaria,40.0,Banca de Inversión,38.59649122807018
fabricaci on de maquinaria industrial,,,Hospitales y Atención Sanitaria,47.05882352941177,Logística y Cadena de Suministro,46.3768115942029,Servicios y Tecnologías de la Información,41.02564102564103,Banca de Inversión,40.0,Educación Superior,40.0
fabricacion articulos de aseo,,,Desarrollo de Software,47.05882352941177,Servicios Públicos,46.808510638297875,Productos Farmacéuticos,46.15384615384615,Servicios Profesionales,46.15384615384615,Banca de Inversión,42.5531914893617
fabricacion de abonos y compuestos de nitrogeno,,,Logística y Cadena de Suministro,52.63157894736842,"Sanidad, Bienestar y Ejercicio",43.24324324324324,Consultoría de Gestión,42.42424242424242,Servicios y Tecnologías de la Información,42.35294117647059,Telecomunicaciones,38.70967741935484
fabricacion de accesorios de moda,,,Servicios Profesionales,45.283018867924525,"Sanidad, Bienestar y Ejercicio",43.333333333333336,Desarrollo de Software,42.30769230769231,Servicios y Tecnologías de la Información,42.25352112676056,Logística y Cadena de Suministro,41.935483870967744
fabricacion de alambre productos de alambre y resortes,,,Servicios y Tecnologías de la Información,47.61904761904762,Productos Farmacéuticos,45.45454545454545,Logística y Cadena de Suministro,42.666666666666664,Desarrollo de Software,40.0,Consultoría de Gestión,36.92307692307692
fabricacion de alimentos,,,Servicios Públicos,52.38095238095238,Telecomunicaciones,47.61904761904762,Servicios Profesionales,46.808510638297875,Logística y Cadena de Suministro,46.42857142857143,"Sanidad, Bienestar y Ejercicio",44.44444444444444
fabricacion de alimentos especializados,,,Servicios Profesionales,41.935483870967744,"Sanidad, Bienestar y Ejercicio",40.57971014492754,Hospitales y Atención Sanitaria,40.0,Servicios y Tecnologías de la Información,40.0,Logística y Cadena de Suministro,39.436619718309856
fabricacion de alimentos y bebida,,,Logística y Cadena de Suministro,49.23076923076923,"Sanidad, Bienestar y Ejercicio",47.61904761904762,Hospitales y Atención Sanitaria,43.75,Servicios y Tecnologías de la Información,43.24324324324324,Servicios Públicos,43.13725490196079
fabricacion de alimentos y bebidas,,,Logística y Cadena de Suministro,48.484848484848484,"Sanidad, Bienestar y Ejercicio",46.875,Hospitales y Atención Sanitaria,43.07692307692308,Servicios y Tecnologías de la Información,42.666666666666664,Servicios Públicos,42.30769230769231
fabricacion de alimentos y bebidas fabricacion de alimentos y bebidas,,,Logística y Cadena de Suministro,48.484848484848484,"Sanidad, Bienestar y Ejercicio",46.875,Hospitales y Atención Sanitaria,43.07692307692308,Servicios y Tecnologías de la Información,42.666666666666664,Servicios Públicos,42.30769230769231
fabricacion de aparatos electricos de iluminacion,,,Logística y Cadena de Suministro,46.15384615384615,Productos Farmacéuticos,43.47826086956522,Servicios y Tecnologías de la Información,41.37931034482759,Consultoría de Gestión,38.23529411764706,Telecomunicaciones,37.5
fabricacion de articulos de deporte,,,Desarrollo de Software,44.44444444444444,Servicios Públicos,44.0,Consultoría de Gestión,40.74074074074074,Logística y Cadena de Suministro,40.625,Banca de Inversión,40.0
fabricacion de articulos residenciales en acero inoxidable y vidrio templado,,,Servicios y Tecnologías de la Información,41.02564102564103,Hospitales y Atención Sanitaria,39.25233644859813,Logística y Cadena de Suministro,38.888888888888886,Servicios Profesionales,34.34343434343434,"Sanidad, Bienestar y Ejercicio",33.9622641509434
fabricacion de articulos y accesorios para escritura pintura dibujo y actividades de oficina,,,Servicios y Tecnologías de la Información,37.5,Logística y Cadena de Suministro,36.97478991596638,"Sanidad, Bienestar y Ejercicio",32.47863247863248,Hospitales y Atención Sanitaria,32.20338983050847,Productos Farmacéuticos,27.272727272727266
fabricacion de asientos y accesorios interiores para vehiculos automotores,,,Servicios y Tecnologías de la Información,41.73913043478261,Logística y Cadena de Suministro,39.62264150943396,"Sanidad, Bienestar y Ejercicio",36.53846153846154,Hospitales y Atención Sanitaria,36.19047619047619,Servicios Profesionales,32.98969072164948
fabricacion de aviacion y componentes aeroespaciales,,,Servicios y Tecnologías de la Información,47.31182795698925,Hospitales y Atención Sanitaria,45.78313253012048,Servicios Profesionales,42.666666666666664,Logística y Cadena de Suministro,40.476190476190474,Telecomunicaciones,40.0
fabricacion de azucar y productos de confiteria,,,Productos Farmacéuticos,47.76119402985075,Logística y Cadena de Suministro,44.73684210526316,Servicios y Tecnologías de la Información,44.705882352941174,Servicios Profesionales,41.791044776119406,Banca de Inversión,38.70967741935484
